CircFlow,FRate,FDensity,SMSpeed,BDepth,BSize,MVis,FPress,DPPress,CPress,FIn,FOut,MRFlow,ActiveGL,ATVolume,RoPen,WoBit,HLoad,WBoPress,BTBR,MPS1,MPS2,MPS3,AMTD,ATMPV,ATMYP,STP,WellDepth
0.9529781,-0.9529613,78.54707,-0.005249994,12641.86,12.25,10.00045,6157.298,1683.454,0,0.9529417,0.9529613,-1.96E-05,-0.02776835,199.055,18.89998,39680.29,310920.3,6955.268,12641.86,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.86
0.9529699,-0.952966,78.54707,-0.005250176,12641.86,12.25,10.00045,6157.298,1683.452,0,0.9529416,0.952966,-2.44E-05,-0.02776766,199.055,18.90063,39703.33,310897.3,6955.268,12641.86,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.86
0.9529541,-0.9529657,78.54707,-0.005250428,12641.86,12.25,10.00045,6157.298,1683.451,0,0.9529412,0.9529657,-2.45E-05,-0.02776691,199.055,18.90154,39725.09,310875.5,6955.268,12641.86,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.86
0.9529371,-0.95296,78.54707,-0.005250728,12641.86,12.25,10.00045,6157.298,1683.45,0,0.952941,0.95296,-1.89E-05,-0.02776617,199.055,18.90262,39748.14,310852.5,6955.268,12641.86,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.86
0.9529597,-0.9529512,78.54707,-0.005249973,12641.86,12.25,10.00045,6157.301,1683.45,0,0.9529411,0.9529512,-1.01E-05,-0.02776589,199.055,18.8999,39645.73,310954.9,6955.27,12641.86,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.86
0.952976,-0.9529559,78.54707,-0.005249736,12641.86,12.25,10.00045,6157.301,1683.449,0,0.9529416,0.9529559,-1.43E-05,-0.02776556,199.055,18.89905,39668.77,310931.9,6955.27,12641.86,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.86
0.9529735,-0.9529625,78.54707,-0.00524985,12641.86,12.25,10.00045,6157.301,1683.448,0,0.9529417,0.9529625,-2.09E-05,-0.02776502,199.055,18.89946,39691.8,310908.8,6955.271,12641.86,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.86
0.952958,-0.9529647,78.54707,-0.00525012,12641.86,12.25,10.00045,6157.301,1683.446,0,0.9529416,0.9529647,-2.30E-05,-0.02776423,199.055,18.90043,39717.41,310883.2,6955.271,12641.86,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.86
0.9529386,-0.9529595,78.54707,-0.005250454,12641.86,12.25,10.00045,6157.301,1683.445,0,0.9529411,0.9529595,-1.84E-05,-0.02776341,199.055,18.90164,39744.29,310856.3,6955.271,12641.86,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.86
0.9529581,-0.9529496,78.54707,-0.005249757,12641.87,12.25,10.00045,6157.303,1683.445,0,0.9529411,0.9529496,-8.50E-06,-0.02776308,199.055,18.89913,39645.72,310954.9,6955.272,12641.87,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.87
0.9529744,-0.9529543,78.54707,-0.005249523,12641.87,12.25,10.00045,6157.303,1683.444,0,0.9529416,0.9529543,-1.27E-05,-0.0277628,199.055,18.89828,39668.76,310931.8,6955.273,12641.87,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.87
0.9529719,-0.9529609,78.54707,-0.005249639,12641.87,12.25,10.00045,6157.303,1683.443,0,0.9529416,0.9529609,-1.93E-05,-0.02776231,199.055,18.8987,39691.8,310908.8,6955.273,12641.87,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.87
0.9529591,-0.9529632,78.54707,-0.005249867,12641.87,12.25,10.00045,6157.303,1683.441,0,0.9529417,0.9529632,-2.16E-05,-0.0277617,199.055,18.89952,39713.56,310887,6955.273,12641.87,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.87
0.9529402,-0.952959,78.54707,-0.005250193,12641.87,12.25,10.00045,6157.303,1683.44,0,0.9529411,0.952959,-1.80E-05,-0.02776091,199.055,18.9007,39740.44,310860.2,6955.273,12641.87,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.87
0.9529456,-0.9529517,78.54707,-0.005249797,12641.87,12.25,10.00045,6157.305,1683.44,0,0.9529408,0.9529517,-1.08E-05,-0.02776058,199.055,18.89927,39638.04,310962.6,6955.275,12641.87,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.87
0.9529719,-0.9529516,78.54707,-0.005249325,12641.87,12.25,10.00045,6157.305,1683.44,0,0.9529415,0.9529516,-1.00E-05,-0.02776037,199.055,18.89757,39664.92,310935.7,6955.275,12641.87,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.87
0.9529718,-0.9529586,78.54707,-0.005249409,12641.87,12.25,10.00045,6157.305,1683.438,0,0.9529416,0.9529586,-1.70E-05,-0.02775996,199.055,18.89787,39687.96,310912.6,6955.276,12641.87,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.87
0.9529602,-0.9529618,78.54707,-0.005249626,12641.87,12.25,10.00045,6157.305,1683.437,0,0.9529417,0.9529618,-2.01E-05,-0.02775941,199.055,18.89865,39709.71,310890.9,6955.276,12641.87,99.04626,99.04626,59.66036,78.54546,10.0001,20.0001,13798.08,12641.87
0.9529448,-0.9529594,78.54707,-0.005249894,12641.87,12.25,10.00045,6157.305,1683.436,0,0.9529412,0.9529594,-1.83E-05,-0.02775877,199.055,18.89962,39732.76,310867.8,6955.276,12641.87,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.87
0.9529328,-0.9529526,78.54707,-0.005249955,12641.88,12.25,10.00045,6157.308,1683.436,0,0.9529408,0.9529526,-1.17E-05,-0.02775824,199.055,18.89984,39630.36,310970.3,6955.275,12641.88,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.88
0.9529637,-0.9529471,78.54707,-0.005249217,12641.88,12.25,10.00045,6157.308,1683.436,0,0.9529412,0.9529471,-5.84E-06,-0.02775822,199.055,18.89718,39653.4,310947.2,6955.278,12641.88,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.88
0.9529721,-0.9529551,78.54707,-0.00524917,12641.88,12.25,10.00045,6157.308,1683.434,0,0.9529416,0.9529551,-1.36E-05,-0.02775791,199.055,18.89701,39680.27,310920.3,6955.279,12641.88,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.88
0.9529659,-0.9529595,78.54707,-0.005249321,12641.88,12.25,10.00045,6157.308,1683.433,0,0.9529415,0.9529595,-1.79E-05,-0.02775751,199.055,18.89756,39699.47,310901.1,6955.279,12641.88,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.88
0.9529518,-0.9529598,78.54707,-0.005249564,12641.88,12.25,10.00045,6157.308,1683.432,0,0.9529413,0.9529598,-1.85E-05,-0.02775695,199.055,18.89843,39721.23,310879.3,6955.279,12641.88,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.88
0.9529348,-0.9529552,78.54707,-0.005249866,12641.88,12.25,10.00045,6157.308,1683.431,0,0.9529409,0.9529552,-1.42E-05,-0.02775639,199.055,18.89952,39744.27,310856.3,6955.278,12641.88,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.88
0.9529489,-0.9529464,78.54707,-0.005249286,12641.88,12.25,10.00045,6157.31,1683.432,0,0.9529409,0.9529464,-5.51E-06,-0.02775623,199.055,18.89743,39641.88,310958.7,6955.281,12641.88,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.88
0.9529694,-0.9529489,78.54707,-0.005248954,12641.88,12.25,10.00045,6157.31,1683.431,0,0.9529414,0.9529489,-7.49E-06,-0.02775611,199.055,18.89623,39664.91,310935.7,6955.281,12641.88,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.88
0.952968,-0.9529569,78.54707,-0.005249073,12641.88,12.25,10.00045,6157.31,1683.429,0,0.9529415,0.9529569,-1.53E-05,-0.02775572,199.055,18.89666,39691.79,310908.8,6955.281,12641.88,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.88
0.9529557,-0.952959,78.54707,-0.005249298,12641.88,12.25,10.00045,6157.31,1683.428,0,0.9529414,0.952959,-1.76E-05,-0.02775522,199.055,18.89747,39713.55,310887,6955.282,12641.88,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.88
0.9529397,-0.9529561,78.54707,-0.005249582,12641.88,12.25,10.00045,6157.31,1683.427,0,0.9529411,0.9529561,-1.50E-05,-0.02775467,199.055,18.8985,39736.59,310864,6955.281,12641.88,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.88
0.9529359,-0.9528892,78.54707,-0.005249409,12641.89,12.25,10.00045,6157.312,1683.428,0,0.9529407,0.9528892,5.15E-05,-0.02775436,199.055,18.89787,39634.2,310966.4,6955.283,12641.89,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.89
0.9529675,-0.9529467,78.54707,-0.005248792,12641.89,12.25,10.00045,6157.312,1683.427,0,0.9529414,0.9529467,-5.26E-06,-0.02775434,199.055,18.89565,39660.3,310940.3,6955.284,12641.89,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.89
0.9529699,-0.9529542,78.54707,-0.00524884,12641.89,12.25,10.00045,6157.312,1683.426,0,0.9529415,0.9529542,-1.26E-05,-0.02775409,199.055,18.89583,39683.34,310917.2,6955.284,12641.89,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.89
0.95296,-0.9529582,78.54707,-0.005249044,12641.89,12.25,10.00045,6157.312,1683.425,0,0.9529414,0.9529582,-1.67E-05,-0.02775366,199.055,18.89656,39705.09,310895.4,6955.284,12641.89,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.89
0.9529423,-0.9529563,78.54707,-0.005249362,12641.89,12.25,10.00045,6157.312,1683.424,0,0.9529411,0.9529563,-1.52E-05,-0.02775303,199.055,18.8977,39731.97,310868.6,6955.284,12641.89,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.89
0.9529302,-0.9529496,78.54707,-0.005249431,12641.89,12.25,10.00045,6157.314,1683.424,0,0.9529408,0.9529496,-8.89E-06,-0.0277526,199.055,18.89795,39630.36,310970.2,6955.283,12641.89,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.89
0.9529635,-0.9529451,78.54707,-0.005248661,12641.89,12.25,10.00045,6157.314,1683.424,0,0.9529413,0.9529451,-3.77E-06,-0.02775266,199.055,18.89518,39657.23,310943.3,6955.286,12641.89,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.89
0.9529688,-0.9529522,78.54707,-0.005248659,12641.89,12.25,10.00045,6157.314,1683.423,0,0.9529415,0.9529522,-1.07E-05,-0.02775247,199.055,18.89517,39680.27,310920.3,6955.287,12641.89,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.89
0.9529584,-0.9529569,78.54707,-0.005248882,12641.89,12.25,10.00045,6157.314,1683.421,0,0.9529414,0.9529569,-1.55E-05,-0.02775202,199.055,18.89598,39705.86,310894.7,6955.287,12641.89,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.89
0.9529435,-0.9529557,78.54707,-0.005249149,12641.89,12.25,10.00045,6157.314,1683.42,0,0.9529411,0.9529557,-1.46E-05,-0.02775152,199.055,18.89694,39728.9,310871.6,6955.287,12641.89,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.89
0.9529256,-0.9529496,78.54707,-0.00524948,12641.9,12.25,10.00045,6157.317,1683.42,0,0.9529408,0.9529496,-8.84E-06,-0.0277511,199.055,18.89813,39626.52,310848.6,6955.287,12641.9,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.9
0.9529595,-0.9529428,78.54707,-0.005248531,12641.9,12.25,10.00045,6157.317,1683.421,0,0.9529412,0.9529428,-1.61E-06,-0.02775118,199.055,18.89471,39653.39,310947.2,6955.289,12641.9,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.9
0.9529681,-0.9529497,78.54707,-0.005248473,12641.9,12.25,10.00045,6157.317,1683.42,0,0.9529415,0.9529497,-8.22E-06,-0.02775106,199.055,18.8945,39676.42,310924.1,6955.29,12641.9,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.9
0.9529615,-0.9529549,78.54707,-0.005248642,12641.9,12.25,10.00045,6157.317,1683.419,0,0.9529414,0.9529549,-1.35E-05,-0.02775076,199.055,18.89511,39694.3,310902.3,6955.29,12641.9,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.9
0.9529484,-0.9529557,78.54707,-0.005248889,12641.9,12.25,10.00045,6157.317,1683.418,0,0.9529412,0.9529557,-1.44E-05,-0.02775031,199.055,18.896,39721.21,310879.3,6955.29,12641.9,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.9
0.952931,-0.9529513,78.54707,-0.005249203,12641.9,12.25,10.00045,6157.317,1683.417,0,0.9529409,0.9529513,-1.04E-05,-0.02774988,199.055,18.89713,39744.25,310856.3,6955.29,12641.9,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.9
0.9529502,-0.9529415,78.54707,-0.005500069,12641.9,12.25,10.00045,6826.628,1683.418,0,0.9529409,0.9529415,-5.97E-07,-0.02774986,199.055,19.80025,39646.26,310954.4,6955.292,12641.9,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.9
0.9529659,-0.9529462,78.54707,-0.005793548,12641.9,12.25,10.00045,6826.628,1683.417,0,0.9529414,0.9529462,-4.79E-06,-0.02774984,199.055,20.85677,39671.16,310929.8,6955.292,12641.9,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.9
0.9529603,-0.952953,78.54707,-0.006124595,12641.9,12.25,10.00045,6826.628,1683.416,0,0.9529414,0.952953,-1.16E-05,-0.02774957,199.055,22.04854,39700.33,310900.8,6955.292,12641.9,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.9
0.9529456,-0.9529538,78.54707,-0.006398698,12641.9,12.25,10.00045,6826.628,1683.415,0,0.9529412,0.9529538,-1.26E-05,-0.02774919,199.055,23.03531,39727.92,310873.4,6955.292,12641.9,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.9
0.9529315,-0.9529487,78.54707,-0.006664176,12641.91,12.25,10.00045,6826.63,1683.415,0,0.9529408,0.9529487,-7.96E-06,-0.02774882,199.055,23.99103,39632.39,310969.2,6955.292,12641.91,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.91
0.9529602,-0.9529443,78.54707,-0.006963085,12641.91,12.25,10.00045,6826.63,1683.415,0,0.9529412,0.9529443,-3.13E-06,-0.02774891,199.055,25.06711,39667.39,310934.4,6955.294,12641.91,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.91
0.9529601,-0.95295,78.54707,-0.007213792,12641.91,12.25,10.00045,6826.63,1683.414,0,0.9529414,0.95295,-8.63E-06,-0.02774875,199.055,25.96965,39698.59,310903.3,6955.295,12641.91,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.91
0.9529445,-0.9529518,78.54707,-0.00745915,12641.91,12.25,10.00045,6826.63,1683.413,0,0.9529411,0.9529518,-1.07E-05,-0.02774847,199.055,26.85294,39729.08,310873,6955.295,12641.91,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.91
0.9529378,-0.9528888,78.54707,-0.007698258,12641.91,12.25,10.00045,6826.632,1683.413,0,0.9529408,0.9528888,5.19E-05,-0.02774827,199.055,27.71373,39639.48,310962.8,6955.297,12641.91,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.91
0.9529591,-0.9529443,78.54707,-0.007931917,12641.91,12.25,10.00045,6826.632,1683.413,0,0.9529412,0.9529443,-3.13E-06,-0.02774831,199.055,28.5549,39673.86,310928.6,6955.297,12641.91,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.91
0.9529557,-0.9529493,78.54707,-0.008162658,12641.91,12.25,10.00045,6826.632,1683.412,0,0.9529413,0.9529493,-7.95E-06,-0.02774816,199.055,29.38557,39709.27,310893.3,6955.298,12641.91,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.91
0.9529336,-0.9529488,78.54707,-0.008427478,12641.92,12.25,10.00045,6826.635,1683.411,0,0.952941,0.9529488,-7.86E-06,-0.02774785,199.055,30.33892,39628.83,310851,6955.297,12641.92,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.92
0.9529585,-0.9529437,78.54707,-0.008684768,12641.92,12.25,10.00045,6826.635,1683.411,0,0.9529411,0.9529437,-2.61E-06,-0.02774792,199.055,31.26517,39670.64,310932.3,6955.3,12641.92,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.92
0.9529562,-0.9529488,78.54707,-0.008903584,12641.92,12.25,10.00045,6826.635,1683.411,0,0.9529414,0.9529488,-7.46E-06,-0.02774779,199.055,32.05291,39709.31,310893.8,6955.3,12641.92,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.92
0.9529371,-0.9529492,78.54707,-0.009120035,12641.92,12.25,10.00045,6826.635,1683.41,0,0.9529411,0.9529492,-8.19E-06,-0.02774754,199.055,32.83213,39748.95,310854.3,6955.3,12641.92,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.92
0.9529511,-0.952943,78.54707,-0.009331498,12641.92,12.25,10.00045,6826.637,1683.41,0,0.952941,0.952943,-2.02E-06,-0.02774759,199.055,33.5934,39663.23,310940.2,6955.303,12641.92,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.92
0.9529551,-0.9529461,78.54707,-0.009542014,12641.92,12.25,10.00045,6826.637,1683.409,0,0.9529413,0.9529461,-4.86E-06,-0.02774754,199.055,34.35125,39704.73,310898.9,6955.303,12641.92,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.92
0.9529381,-0.9529474,78.54707,-0.0097512,12641.92,12.25,10.00045,6826.637,1683.409,0,0.9529411,0.9529474,-6.41E-06,-0.02774736,199.055,35.10432,39744.77,310856.6,6955.303,12641.92,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.92
0.9529505,-0.9529421,78.54707,-0.009955983,12641.93,12.25,10.00045,6826.639,1683.409,0,0.952941,0.9529421,-1.05E-06,-0.02774746,199.055,35.84154,39665.99,310937.9,6955.306,12641.93,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.93
0.952951,-0.9529457,78.54707,-0.01019439,12641.93,12.25,10.00045,6826.639,1683.408,0,0.9529412,0.9529457,-4.50E-06,-0.02774742,199.055,36.69981,39717.66,310886.4,6955.306,12641.93,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.93
0.9529358,-0.9529453,78.54707,-0.01039713,12641.93,12.25,10.00045,6826.641,1683.408,0,0.9529409,0.9529453,-4.38E-06,-0.02774727,199.055,37.42967,39637.85,310966.3,6955.305,12641.93,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.93
0.9529544,-0.9529418,78.54707,-0.01059677,12641.93,12.25,10.00045,6826.641,1683.408,0,0.9529412,0.9529418,-6.64E-07,-0.02774747,199.055,38.14835,39684.11,310920.2,6955.308,12641.93,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.93
0.9529435,-0.9529456,78.54707,-0.01083023,12641.93,12.25,10.00045,6826.641,1683.407,0,0.9529411,0.9529456,-4.53E-06,-0.0277474,199.055,38.98884,39736.41,310865.5,6955.309,12641.93,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.93
0.9529446,-0.9529403,78.54707,-0.01108476,12641.94,12.25,10.00045,6826.644,1683.407,0,0.9529409,0.9529403,5.69E-07,-0.02774751,199.055,39.81689,39663.23,310941.4,6955.311,12641.94,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.94
0.9529502,-0.9529417,78.54707,-0.01125697,12641.94,12.25,10.00045,6826.644,1683.407,0,0.9529412,0.9529417,-5.48E-07,-0.0277476,199.055,40.52511,39712.28,310892.5,6955.311,12641.94,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.94
0.9529369,-0.9529427,78.54707,-0.01145328,12641.94,12.25,10.00045,6826.646,1683.407,0,0.9529409,0.9529427,-1.78E-06,-0.02774757,199.055,41.2318,39639.75,310965.2,6955.311,12641.94,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.94
0.9529532,-0.952941,78.54707,-0.01167974,12641.94,12.25,10.00045,6826.646,1683.407,0,0.9529412,0.952941,1.72E-07,-0.02774785,199.055,42.04705,39699.44,310905.7,6955.314,12641.94,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.94
0.9529319,-0.9529435,78.54707,-0.01190748,12641.95,12.25,10.00045,6826.648,1683.406,0,0.952941,0.9529435,-2.50E-06,-0.02774782,199.055,42.86692,39632.11,310848.3,6955.314,12641.95,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.95
0.9529505,-0.9529395,78.54707,-0.01213141,12641.95,12.25,10.00045,6826.648,1683.406,0,0.9529411,0.9529395,1.61E-06,-0.02774808,199.055,43.67305,39694.27,310911.2,6955.316,12641.95,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.95
0.9529387,-0.9529423,78.54707,-0.01232505,12641.95,12.25,10.00045,6826.648,1683.406,0,0.9529411,0.9529423,-1.17E-06,-0.02774811,199.055,44.37017,39748,310857.5,6955.317,12641.95,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.95
0.952949,-0.9529387,78.54707,-0.01251769,12641.95,12.25,10.00045,6826.65,1683.406,0,0.952941,0.9529387,2.33E-06,-0.02774836,199.055,45.05785,39679.22,310926.5,6955.319,12641.95,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.95
0.9529443,-0.9529416,78.54707,-0.01270859,12641.95,12.25,10.00045,6826.65,1683.406,0,0.9529411,0.9529416,-4.47E-07,-0.02774844,199.055,45.75094,39734.64,310871.2,6955.319,12641.95,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.95
0.9529412,-0.9529406,78.54707,-0.0134972,12641.96,12.25,10.00045,6826.653,1683.405,0,0.9529408,0.9529406,2.66E-07,-0.02774862,199.055,46.4389,39659.82,310943.3,6955.322,12641.96,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.96
0.9529468,-0.9529403,78.54707,-0.01312288,12641.96,12.25,10.00045,6826.653,1683.405,0,0.9529412,0.9529403,8.50E-07,-0.02774882,199.055,47.24236,39726.55,310879.6,6955.322,12641.96,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.96
0.9529366,-0.9528784,78.54707,-0.01405587,12641.96,12.25,10.00045,6826.655,1683.405,0,0.9529408,0.9528784,6.25E-05,-0.02774895,199.055,47.93008,39655.08,310951.7,6955.325,12641.96,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.96
0.9529467,-0.9529378,78.54707,-0.01350433,12641.96,12.25,10.00045,6826.655,1683.405,0,0.9529411,0.9529378,3.25E-06,-0.02774923,199.055,48.61559,39714.58,310891.8,6955.325,12641.96,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.96
0.9529362,-0.9528778,78.54707,-0.01462084,12641.97,12.25,10.00045,6826.658,1683.405,0,0.9529408,0.9528778,6.30E-05,-0.02774944,199.055,49.41773,39657.22,310950,6955.328,12641.97,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.97
0.9529452,-0.9529365,78.54707,-0.01391756,12641.97,12.25,10.00045,6826.658,1683.405,0,0.9529411,0.9529365,4.51E-06,-0.02774976,199.055,50.10322,39715.21,310888.1,6955.328,12641.97,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.97
0.952931,-0.9529373,78.54707,-0.01410883,12641.98,12.25,10.00045,6826.66,1683.405,0,0.9529408,0.9529373,3.54E-06,-0.02774989,199.055,50.79179,39648.46,310958.3,6955.327,12641.98,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.98
0.9529439,-0.9529343,78.54707,-0.01490225,12641.98,12.25,10.00045,6826.66,1683.405,0,0.952941,0.9529343,6.67E-06,-0.02775035,199.055,51.47483,39714.14,310893.2,6955.331,12641.98,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.98
0.9529337,-0.952876,78.54707,-0.01575838,12641.98,12.25,10.00045,6826.662,1683.405,0,0.9529408,0.952876,6.47E-05,-0.0277507,199.055,52.27672,39666.43,310941.6,6955.333,12641.98,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.98
0.952939,-0.9529334,78.54707,-0.01604305,12641.98,12.25,10.00045,6826.662,1683.406,0,0.952941,0.9529334,7.59E-06,-0.02775111,199.055,52.96304,39735.43,310872.8,6955.333,12641.98,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.98
0.9529269,-0.9528718,78.54707,-0.01648177,12641.99,12.25,10.00045,6826.665,1683.406,0,0.9529406,0.9528718,6.88E-05,-0.02775147,199.055,53.65107,39678.23,310930.3,6955.336,12641.99,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.99
0.9529318,-0.9529294,78.54707,-0.01680734,12641.99,12.25,10.00045,6826.665,1683.406,0,0.9529408,0.9529294,1.15E-05,-0.02775196,199.055,54.33787,39747.35,310861.4,6955.336,12641.99,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.99
0.9529176,-0.9528667,78.54707,-0.017297,12641.99,12.25,10.00045,6826.667,1683.407,0,0.9529405,0.9528667,7.38E-05,-0.02775246,199.055,55.02658,39693.92,310915.2,6955.338,12641.99,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.99
0.9529178,-0.9529222,78.54707,-0.01768132,12641.99,12.25,10.00045,6826.667,1683.408,0,0.9529406,0.9529222,1.84E-05,-0.02775316,199.055,55.71505,39770.84,310838.5,6955.338,12641.99,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12641.99
0.9529085,-0.9529184,78.54707,-0.01822772,12642,12.25,10.00045,6826.669,1683.41,0,0.9529402,0.9529184,2.19E-05,-0.02775398,199.055,56.40389,39725.88,310883.9,6955.34,12642,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12642
0.9528948,-0.9529116,78.54707,-0.01871567,12642,12.25,10.00045,6826.669,1683.412,0,0.9529402,0.9529116,2.87E-05,-0.02775507,199.055,57.21307,39820.64,310789.5,6955.34,12642,99.04626,99.04626,59.66036,78.54546,10.00011,20.0001,13798.08,12642
